time,value
00:00:00,0.0
00:05:00,0.0
00:10:00,0.0
00:15:00,0.0
00:20:00,0.0
00:25:00,0.0
00:30:00,0.0
00:35:00,0.0
00:40:00,0.0
00:45:00,0.0
00:50:00,0.0
00:55:00,0.0
01:00:00,0.0
01:05:00,0.0
01:10:00,0.0
01:15:00,0.0
01:20:00,0.0
01:25:00,0.0
01:30:00,0.0
01:35:00,0.0
01:40:00,0.0
01:45:00,0.0
01:50:00,0.0
01:55:00,0.0
02:00:00,0.0
02:05:00,0.0
02:10:00,0.0
02:15:00,0.0
02:20:00,0.0
02:25:00,0.0
02:30:00,0.0
02:35:00,0.0
02:40:00,0.0
02:45:00,0.0
02:50:00,0.0
02:55:00,0.0
03:00:00,0.0
03:05:00,0.0
03:10:00,0.0
03:15:00,0.0
03:20:00,0.0
03:25:00,0.0
03:30:00,0.0
03:35:00,0.0
03:40:00,0.0
03:45:00,0.0
03:50:00,0.0
03:55:00,0.0
04:00:00,0.0
04:05:00,0.0
04:10:00,0.0
04:15:00,0.0
04:20:00,0.0
04:25:00,0.0
04:30:00,0.0
04:35:00,0.0
04:40:00,0.0
04:45:00,0.0
04:50:00,0.0
04:55:00,0.0
05:00:00,0.0
05:05:00,0.0
05:10:00,0.0
05:15:00,0.0
05:20:00,0.0
05:25:00,0.0
05:30:00,0.0
05:35:00,0.0
05:40:00,0.0
05:45:00,0.0
05:50:00,0.0
05:55:00,0.0
06:00:00,0.0
06:05:00,0.0
06:10:00,0.0
06:15:00,0.0
06:20:00,0.0
06:25:00,0.0
06:30:00,0.0
06:35:00,0.0
06:40:00,0.0
06:45:00,0.0
06:50:00,0.0
06:55:00,0.0004877608763478269
07:00:00,0.00224684127990513
07:05:00,0.0047139684857496165
07:10:00,0.007620029979193613
07:15:00,0.010731723269846956
07:20:00,0.013867566262732618
07:25:00,0.016908100017645627
07:30:00,0.01978481162812926
07:35:00,0.022464817938370008
07:40:00,0.02493789525407417
07:45:00,0.02720719250853137
07:50:00,0.02928313598705323
07:55:00,0.03117963398629675
08:00:00,0.032911814503844776
08:05:00,0.03449473831897679
08:10:00,0.03594270730974363
08:15:00,0.03726893560702257
08:20:00,0.03848542730860887
08:25:00,0.03960297547003173
08:30:00,0.04063122140079491
08:35:00,0.04157874661370469
08:40:00,0.042453174401114006
08:45:00,0.043261272099716884
08:50:00,0.04400904923914081
08:55:00,0.04470184606063455
09:00:00,0.04534441473308647
09:05:00,0.04594098998859563
09:10:00,0.046495352636890724
09:15:00,0.04701088390272296
09:20:00,0.04749061390599709
09:25:00,0.04793726313994278
09:30:00,0.04835327858192393
09:35:00,0.048740865618864766
09:40:00,0.04910201499132074
09:45:00,0.049438527030701486
09:50:00,0.04975203200179131
09:55:00,0.050044008525445875
10:00:00,0.05031579899272307
10:05:00,0.050568623599344914
10:10:00,0.05080359223910554
10:15:00,0.05102171494130301
10:20:00,0.051223911301651374
10:25:00,0.05141101832802972
10:30:00,0.051583797747565996
10:35:00,0.051742942028987944
10:40:00,0.051889080033068906
10:45:00,0.05202278163901037
10:50:00,0.052144562095660596
10:55:00,0.0522548856453027
11:00:00,0.05235416871475782
11:05:00,0.0524427828323376
11:10:00,0.05252105697002298
11:15:00,0.05258927975625555
11:20:00,0.05264770120924295
11:25:00,0.0526965343542894
11:30:00,0.052735956453637746
11:35:00,0.05276611011534293
11:40:00,0.05278710410992583
11:45:00,0.052799014003268085
11:50:00,0.052801882611726636
11:55:00,0.0527957202365549
12:00:00,0.05278050472639475
12:05:00,0.052756181356308045
12:10:00,0.052722662495069156
12:15:00,0.05267982712183911
12:20:00,0.05262752008814283
12:25:00,0.0525655512058965
12:30:00,0.05249369413537631
12:35:00,0.05241168494188266
12:40:00,0.0523192205322364
12:45:00,0.05221595664324599
12:50:00,0.05210150570689461
12:55:00,0.051975434160981326
13:00:00,0.051837259610840125
13:05:00,0.05168644732495862
13:10:00,0.051522406406440874
13:15:00,0.05134448545167042
13:20:00,0.051151967361383305
13:25:00,0.050944063802884736
13:30:00,0.05071990847794893
13:35:00,0.050478549912314714
13:40:00,0.05021894273965833
13:45:00,0.049939938292386084
13:50:00,0.049640273322612026
13:55:00,0.04931855747187273
14:00:00,0.04897325896776326
14:05:00,0.048602687762942576
14:10:00,0.04820497692172503
14:15:00,0.04777806042114286
14:20:00,0.047319648522574496
14:25:00,0.04682719849205241
14:30:00,0.046297881929931756
14:35:00,0.04572854615707949
14:40:00,0.045115670499273536
14:45:00,0.044455316153152465
14:50:00,0.043743067854754784
14:55:00,0.04297396872565512
15:00:00,0.042142444860975785
15:05:00,0.04124222240625939
15:10:00,0.04026623412641782
15:15:00,0.03920652057368367
15:20:00,0.0380541257338415
15:25:00,0.03679899741984254
15:30:00,0.03542990457942744
15:35:00,0.03393439262728788
15:40:00,0.032298820720595714
15:45:00,0.030508541245892442
15:50:00,0.0285483368885608
15:55:00,0.026403285006285648
16:00:00,0.02406033840553687
16:05:00,0.021511048848435518
16:10:00,0.01875607652787595
16:15:00,0.01581232411010788
16:20:00,0.012723549525740417
16:25:00,0.009574609120084013
16:30:00,0.006506726888263564
16:35:00,0.0037242479098313075
16:40:00,0.0014710018524149967
16:45:00,9.150772622433561e-05
16:50:00,0.0
16:55:00,0.0
17:00:00,0.0
17:05:00,0.0
17:10:00,0.0
17:15:00,0.0
17:20:00,0.0
17:25:00,0.0
17:30:00,0.0
17:35:00,0.0
17:40:00,0.0
17:45:00,0.0
17:50:00,0.0
17:55:00,0.0
18:00:00,0.0
18:05:00,0.0
18:10:00,0.0
18:15:00,0.0
18:20:00,0.0
18:25:00,0.0
18:30:00,0.0
18:35:00,0.0
18:40:00,0.0
18:45:00,0.0
18:50:00,0.0
18:55:00,0.0
19:00:00,0.0
19:05:00,0.0
19:10:00,0.0
19:15:00,0.0
19:20:00,0.0
19:25:00,0.0
19:30:00,0.0
19:35:00,0.0
19:40:00,0.0
19:45:00,0.0
19:50:00,0.0
19:55:00,0.0
20:00:00,0.0
20:05:00,0.0
20:10:00,0.0
20:15:00,0.0
20:20:00,0.0
20:25:00,0.0
20:30:00,0.0
20:35:00,0.0
20:40:00,0.0
20:45:00,0.0
20:50:00,0.0
20:55:00,0.0
21:00:00,0.0
21:05:00,0.0
21:10:00,0.0
21:15:00,0.0
21:20:00,0.0
21:25:00,0.0
21:30:00,0.0
21:35:00,0.0
21:40:00,0.0
21:45:00,0.0
21:50:00,0.0
21:55:00,0.0
22:00:00,0.0
22:05:00,0.0
22:10:00,0.0
22:15:00,0.0
22:20:00,0.0
22:25:00,0.0
22:30:00,0.0
22:35:00,0.0
22:40:00,0.0
22:45:00,0.0
22:50:00,0.0
22:55:00,0.0
23:00:00,0.0
23:05:00,0.0
23:10:00,0.0
23:15:00,0.0
23:20:00,0.0
23:25:00,0.0
23:30:00,0.0
23:35:00,0.0
23:40:00,0.0
23:45:00,0.0
23:50:00,0.0
23:55:00,0.0
